"printing_id","short_id","canonical_id","set_code","collector_number","card_type","name_en","version_en","rules_text_en","flavor_text_en_reference","i18n_file_to_update","spanish_status"
"set3-136","Lt1","ci_Rim","set3","136","location","RLS Legacy","Solar Galleon","THIS IS OUR SHIP Characters gain Evasive while here.
HEAVE TOGETHER NOW If you have a character here, you pay 2 {I} less to move a character of yours here.","","src/cards/003/locations/136-rls-legacy-solar-galleon.i18n.ts","translated"
"set3-137","2j6","ci_2j6","set3","137","character","Audrey Ramirez","The Engineer","Ward
SPARE PARTS Whenever this character quests, ready one of your items.","How'd you break this thing, anyway?","src/cards/003/characters/137-audrey-ramirez-the-engineer.i18n.ts","translated"
"set3-138","TRx","ci_TRx","set3","138","character","Captain Amelia","First in Command","DISCIPLINE During your turn, this character gains Evasive. (They can challenge characters with Evasive.)","I’ve spotted a strange structure on the horizon. Hard to port, helmsman!","src/cards/003/characters/138-captain-amelia-first-in-command.i18n.ts","translated"
"set3-139","Cbz","ci_V2m","set3","139","character","Dewey","Showy Nephew","Support","I got it! I knew I could do it! Dewey for the win!","src/cards/003/characters/139-dewey-showy-nephew.i18n.ts","translated"
"set3-140","BVy","ci_BVy","set3","140","character","Flintheart Glomgold","Lone Cheater","THEY'LL NEVER SEE IT COMING! During your turn, this character gains Evasive. (They can challenge characters with Evasive.)","Nobody tells Flintheart Glomgold what to do!","src/cards/003/characters/140-flintheart-glomgold-lone-cheater.i18n.ts","translated"
"set3-141","rD1","ci_rD1","set3","141","character","Genie","Cramped in the Lamp","undefined","Ten thousand years will give you such a crick in the neck!","src/cards/003/characters/141-genie-cramped-in-the-lamp.i18n.ts","translated"
"set3-142","1sm","ci_1sm","set3","142","character","Gramma Tala","Keeper of Ancient Stories","THERE WAS ONLY OCEAN When you play this character, look at the top 2 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.","Listen with your whole heart, and the ancestors will guide you.","src/cards/003/characters/142-gramma-tala-keeper-of-ancient-stories.i18n.ts","translated"
"set3-143","0Rd","ci_l6C","set3","143","character","Gramma Tala","Spirit of the Ocean","Shift 5
DO YOU KNOW WHO YOU ARE? Whenever a card is put into your inkwell, gain 1 lore.","She will always be with you, no matter how far your journey takes you.","src/cards/003/characters/143-gramma-tala-spirit-of-the-ocean.i18n.ts","translated"
"set3-144","nxo","ci_nxo","set3","144","character","Gyro Gearloose","Gadget Whiz","NOW TRY TO KEEP UP {E} — Put an item card from your discard on the top of your deck.","Maybe the bulb tech will be less evil this time...","src/cards/003/characters/144-gyro-gearloose-gadget-whiz.i18n.ts","translated"
"set3-145","iYO","ci_Qsl","set3","145","character","Huey","Savvy Nephew","Support
THREE NEPHEWS Whenever this character quests, if you have characters named Dewey and Louie in play, you may draw 3 cards.","This looks like part of a larger crystal!","src/cards/003/characters/145-huey-savvy-nephew.i18n.ts","translated"
"set3-146","yXk","ci_yXk","set3","146","character","King Louie","Bandleader","undefined","Hold up, cuz. Why not sit back and enjoy some sweet beats?","src/cards/003/characters/146-king-louie-bandleader.i18n.ts","translated"
"set3-147","RK7","ci_RK7","set3","147","character","Kit Cloudkicker","Navigator","Shift 3
Ward","","src/cards/003/characters/147-kit-cloudkicker-navigator.i18n.ts","translated"
"set3-148","0ke","ci_0ke","set3","148","character","Kit Cloudkicker","Spunky Bear Cub","Ward","Thrilled to have his airfoil back, he launched into the Inklands.","src/cards/003/characters/148-kit-cloudkicker-spunky-bear-cub.i18n.ts","translated"
"set3-149","ph4","ci_VS6","set3","149","character","Louie","Chill Nephew","Support","Found the last one!","src/cards/003/characters/149-louie-chill-nephew.i18n.ts","translated"
"set3-150","q9a","ci_31G","set3","150","character","Maid Marian","Delightful Dreamer","HIGHBORN LADY When you play this character, chosen character gets -2 {S} this turn.","She makes every space more beautiful.","src/cards/003/characters/150-maid-marian-delightful-dreamer.i18n.ts","translated"
"set3-151","0qj","ci_Ul4","set3","151","character","Mama Odie","Mystical Maven","THIS GOING TO BE GOOD Whenever you play a song, you may put the top card of your deck into your inkwell facedown and exerted.","You dig a little deeper, you’ll find everything you need.","src/cards/003/characters/151-mama-odie-mystical-maven.i18n.ts","translated"
"set3-152","bHm","ci_bHm","set3","152","character","Pluto","Mickey's Clever Friend","undefined","Pluto’s job was to keep Gustav’s attention so Minnie could get to the cave.","src/cards/003/characters/152-pluto-mickeys-clever-friend.i18n.ts","translated"
"set3-153","Lpq","ci_Lpq","set3","153","character","Rufus","Orphanage Cat","TOO OLD TO BE CHASING MICE When this character is banished, you may put this card into your inkwell facedown and exerted.","Faith is a bluebird you see from afar.","src/cards/003/characters/153-rufus-orphanage-cat.i18n.ts","translated"
"set3-154","dLT","ci_SyL","set3","154","character","Scrooge McDuck","Richest Duck in the World","I'M GOING HOME! During your turn, this character gains Evasive. (They can challenge characters with Evasive.)
I DIDN'T GET RICH BY BEING STUPID During your turn, whenever this character banishes another character in a challenge, you may play an item for free.","He can make money anywhere.","src/cards/003/characters/154-scrooge-mcduck-richest-duck-in-the-world.i18n.ts","translated"
"set3-155","hec","ci_5aa","set3","155","character","Scrooge McDuck","Uncle Moneybags","TREASURE FINDER Whenever this character quests, you pay 1 {I} less for the next item you play this turn.","A strange new world is the perfect place to make a strange new fortune!","src/cards/003/characters/155-scrooge-mcduck-uncle-moneybags.i18n.ts","translated"
"set3-156","6NN","ci_h2q","set3","156","character","The Queen","Mirror Seeker","CALCULATING AND VAIN Whenever this character quests, you may look at the top 3 cards of your deck and put them back in any order.","She has only one question, and she’d better like the answer.","src/cards/003/characters/156-the-queen-mirror-seeker.i18n.ts","translated"
"set3-157","bd1","ci_bd1","set3","157","character","Tinker Bell","Very Clever Fairy","I CAN USE THAT Whenever one of your items is banished, you may put that card into your inkwell facedown and exerted.","She lives in a world of possibilities.","src/cards/003/characters/157-tinker-bell-very-clever-fairy.i18n.ts","translated"
"set3-158","DdB","ci_DdB","set3","158","character","Wendy Darling","Authority on Peter Pan","Ward
Support","","src/cards/003/characters/158-wendy-darling-authority-on-peter-pan.i18n.ts","translated"
"set3-159","qnK","ci_ktc","set3","159","action","Distract","","Chosen character gets -2 {S} this turn. Draw a card.","","src/cards/003/actions/159-distract.i18n.ts","translated"
"set3-160","wbB","ci_wbB","set3","160","action","Friend Like Me","","Each player puts the top 3 cards of their deck into their inkwell facedown and exerted.","You got some power in your corner now","src/cards/003/actions/160-friend-like-me.i18n.ts","translated"
"set3-161","r73","ci_ySL","set3","161","action","How Far I'll Go","","Look at the top 2 cards of your deck. Put one into your hand and the other into your inkwell facedown and exerted.","","src/cards/003/actions/161-how-far-ill-go.i18n.ts","translated"
"set3-162","2j4","ci_2j4","set3","162","action","Repair","","Remove up to 3 damage from one of your locations or characters.","I’m thinkin’ about opening a shop here. What do you think?","src/cards/003/actions/162-repair.i18n.ts","translated"
"set3-163","kHJ","ci_RAl","set3","163","item","Aurelian Gyrosensor","","SEEKING KNOWLEDGE Whenever one of your characters quests, you may look at the top card of your deck. Put it on either the top or the bottom of your deck.","It can point you toward lost lore, but if you’re not careful, it’ll lead you off a cliff. —Venturo, an Illumineer","src/cards/003/items/163-aurelian-gyrosensor.i18n.ts","translated"
"set3-164","L25","ci_bK7","set3","164","item","Heart of Te Fiti","","CREATE LIFE {E}, 2 {I} — Put the top card of your deck into your inkwell facedown and exerted.","It takes a pure heart to calm the raging storm within.","src/cards/003/items/164-heart-of-te-fiti.i18n.ts","translated"
"set3-165","Vpm","ci_Vpm","set3","165","item","Lucky Dime","","NUMBER ONE {E}, 2 {I} — Choose a character of yours and gain lore equal to their {L}.","This one simple coin changed Scrooge's life forever.","src/cards/003/items/165-lucky-dime.i18n.ts","translated"
"set3-166","7iN","ci_7iN","set3","166","item","Scrooge's Top Hat","","BUSINESS EXPERTISE {E} — You pay 1 {I} less for the next item you play this turn.","Just the thing to top off another brilliant deal.","src/cards/003/items/166-scrooges-top-hat.i18n.ts","translated"
"set3-167","tAF","ci_tAF","set3","167","item","Vault Door","","SEALED AWAY Your locations and characters at locations gain Resist +1.","Only Scrooge knows about <this> vault. And he's going to keep it that way.","src/cards/003/items/167-vault-door.i18n.ts","translated"
"set3-168","jgM","ci_6N3","set3","168","location","Belle's House","Maurice's Workshop","LABORATORY If you have a character here, you pay 1 {I} less to play items.","Some of the most important tools in Lorcana are crafted here.","src/cards/003/locations/168-belles-house-maurices-workshop.i18n.ts","translated"
"set3-169","lTr","ci_lTr","set3","169","location","McDuck Manor","Scrooge's Mansion","undefined","It's only the coolest home in Lorcana! —Webby Vanderquack","src/cards/003/locations/169-mcduck-manor-scrooges-mansion.i18n.ts","translated"
"set3-170","32z","ci_foY","set3","170","location","Motunui","Island Paradise","REINCARNATION Whenever a character is banished while here, you may put that card into your inkwell facedown and exerted.","","src/cards/003/locations/170-motunui-island-paradise.i18n.ts","translated"
"set3-171","a46","ci_a46","set3","171","character","Chief Tui","Proud of Motunui","undefined","Look at our home! There is no better place to be.","src/cards/003/characters/171-chief-tui-proud-of-motunui.i18n.ts","translated"
"set3-172","7qS","ci_n7U","set3","172","character","Eeyore","Overstuffed Donkey","Resist +1","Not much of a roadblock, but I suppose I’ll do.","src/cards/003/characters/172-eeyore-overstuffed-donkey.i18n.ts","translated"
"set3-173","25w","ci_25w","set3","173","character","Gustav the Giant","Terror of the Kingdom","ALL TIED UP This character enters play exerted and can't ready at the start of your turn.
BREAK FREE During your turn, whenever one of your other characters banishes another character in a challenge, you may ready this character.","","src/cards/003/characters/173-gustav-the-giant-terror-of-the-kingdom.i18n.ts","translated"
"set3-174","3Tj","ci_3Tj","set3","174","character","Hades","Hotheaded Ruler","CALL THE TITANS {E} — Ready your Titan characters.","Brothers! Titans! Look at you in your squalid prison. Who put you down there?","src/cards/003/characters/174-hades-hotheaded-ruler.i18n.ts","translated"
"set3-175","Sz8","ci_Sz8","set3","175","character","Helga Sinclair","Right-Hand Woman","Challenger +2","That was an order, not a suggestion. Let’s go!","src/cards/003/characters/175-helga-sinclair-right-hand-woman.i18n.ts","translated"
"set3-176","5zh","ci_Mum","set3","176","character","John Silver","Greedy Treasure Seeker","CHART YOUR OWN COURSE For each location you have in play, this character gains Resist +1 and gets +1 {L}.","I was never much good at games. Always hated to lose.","src/cards/003/characters/176-john-silver-greedy-treasure-seeker.i18n.ts","translated"
"set3-177","wgF","ci_wgF","set3","177","character","Kida","Royal Warrior","Bodyguard","She's seen strange things before, but nothing like this.","src/cards/003/characters/177-kida-royal-warrior.i18n.ts","translated"
"set3-178","qJp","ci_qJp","set3","178","character","Little John","Resourceful Outlaw","Shift 4
OKAY, BIG SHOT While this character is exerted, your characters with Bodyguard gain Resist +1 and get +1 {L}.","","src/cards/003/characters/178-little-john-resourceful-outlaw.i18n.ts","translated"
